BOOKING_ID,USER_ID,PROPERTY_CODE,BOOKING_DATE,CHECK_IN_DATE,CHECK_OUT_DATE,ROOMS,NIGHTS,ROOM_NIGHTS,REVENUE_DOLLAR
590046564094752,1578362,SUR0085,2024-07-08 00:00:00,2024-07-13 00:00:00,2024-07-16 00:00:00,2,1,2,27.73
818353292550142,8729864,SUR0346,2022-02-22 00:00:00,2022-02-23 00:00:00,2022-02-24 00:00:00,3,2,6,17.20
175555028512812,8448864,BAN0176,2021-05-17 00:00:00,2021-05-17 00:00:00,2021-05-20 00:00:00,2,1,2,26.16
830922406958046,12135501,BAN0460,2021-03-25 00:00:00,2021-03-30 00:00:00,2021-03-31 00:00:00,1,2,2,10.39
268517828544839,14093564,MAL0404,2020-04-02 00:00:00,2020-04-02 00:00:00,2020-04-05 00:00:00,1,2,2,22.10
680181079924102,5360954,BAN0087,2021-10-11 00:00:00,2021-10-11 00:00:00,2021-10-13 00:00:00,2,1,2,14.25
950501682148605,7236152,BAN0136,2023-04-06 00:00:00,2023-04-12 00:00:00,2023-04-13 00:00:00,1,3,3,11.05
333110556051388,10277071,BAN0156,2023-01-17 00:00:00,2023-01-19 00:00:00,2023-01-22 00:00:00,1,3,3,13.39
146605919327018,4185586,MAL0400,2021-04-30 00:00:00,2021-04-30 00:00:00,2021-05-01 00:00:00,2,2,4,14.22
796566720139782,14822575,SUR0077,2023-12-30 00:00:00,2024-01-07 00:00:00,2024-01-10 00:00:00,3,1,3,22.04
637654666094410,9940219,SUR0092,2021-04-08 00:00:00,2021-04-08 00:00:00,2021-04-10 00:00:00,1,1,1,15.47
889480983816939,11887815,YOG0353,2020-12-25 00:00:00,2020-12-25 00:00:00,2020-12-26 00:00:00,2,1,2,14.77
337383348970323,5120659,BAN0448,2023-07-18 00:00:00,2023-07-18 00:00:00,2023-07-21 00:00:00,1,2,2,17.11
119173028511039,7768690,MAL0366,2021-08-28 00:00:00,2021-08-28 00:00:00,2021-08-29 00:00:00,3,2,6,14.70
961567482396532,6080704,SUR0232,2020-08-27 00:00:00,2020-08-29 00:00:00,2020-09-01 00:00:00,2,3,6,17.31
296535620930011,10483454,JAK0410,2023-09-14 00:00:00,2023-09-17 00:00:00,2023-09-20 00:00:00,2,2,4,29.21
446478368346650,8035723,JAK0095,2023-04-01 00:00:00,2023-04-09 00:00:00,2023-04-11 00:00:00,1,3,3,17.71
306712600418301,13356840,MAL0364,2023-07-13 00:00:00,2023-07-13 00:00:00,2023-07-14 00:00:00,2,3,6,23.26
836262586836473,8859392,MAL0364,2022-02-27 00:00:00,2022-03-02 00:00:00,2022-03-05 00:00:00,3,3,9,28.09
828552719445638,1060239,SUR0116,2022-03-04 00:00:00,2022-03-04 00:00:00,2022-03-06 00:00:00,1,1,1,29.23
651771171135342,13461259,BAN0051,2023-08-25 00:00:00,2023-08-25 00:00:00,2023-08-26 00:00:00,2,3,6,11.06
528237037139399,5761857,SUR0166,2024-08-12 00:00:00,2024-08-15 00:00:00,2024-08-16 00:00:00,2,2,4,20.18
722333343450918,14205303,YOG0064,2024-01-02 00:00:00,2024-01-08 00:00:00,2024-01-09 00:00:00,1,3,3,14.47
203680036543739,3767540,BAN0047,2021-12-11 00:00:00,2021-12-18 00:00:00,2021-12-19 00:00:00,1,1,1,14.68
337380083445233,12469957,SUR0443,2024-07-26 00:00:00,2024-07-28 00:00:00,2024-07-30 00:00:00,3,3,9,13.37
503211493757359,14596468,MAL0185,2023-10-26 00:00:00,2023-10-26 00:00:00,2023-10-27 00:00:00,1,2,2,14.63
422190816285948,1705294,BAN0187,2020-11-09 00:00:00,2020-11-14 00:00:00,2020-11-15 00:00:00,1,2,2,22.51
112156826144091,5932052,MAL0374,2021-11-06 00:00:00,2021-11-09 00:00:00,2021-11-10 00:00:00,1,2,2,12.72
143705518737044,14883179,YOG0133,2021-04-09 00:00:00,2021-04-10 00:00:00,2021-04-11 00:00:00,2,3,6,22.04
717517974517653,1639425,MAL0452,2021-09-01 00:00:00,2021-09-07 00:00:00,2021-09-10 00:00:00,3,2,6,22.86
626177276739046,4217224,MAL0239,2022-09-04 00:00:00,2022-09-04 00:00:00,2022-09-05 00:00:00,2,2,4,18.21
146848137192801,4805351,MAL0105,2022-07-02 00:00:00,2022-07-03 00:00:00,2022-07-04 00:00:00,2,1,2,14.65
972568755527502,13375405,YOG0409,2024-07-21 00:00:00,2024-07-22 00:00:00,2024-07-23 00:00:00,1,1,1,16.98
734767360107169,6877104,MAL0132,2020-08-31 00:00:00,2020-08-31 00:00:00,2020-09-03 00:00:00,1,1,1,13.77
840072220828395,13131427,SUR0055,2020-08-17 00:00:00,2020-08-17 00:00:00,2020-08-20 00:00:00,2,3,6,24.15
456760674240071,6106236,BAN0110,2023-05-12 00:00:00,2023-05-12 00:00:00,2023-05-14 00:00:00,1,3,3,27.92
196865792556627,3462525,JAK0293,2024-07-26 00:00:00,2024-07-29 00:00:00,2024-07-30 00:00:00,1,1,1,15.86
883446951659898,4427245,YOG0133,2024-06-13 00:00:00,2024-06-13 00:00:00,2024-06-15 00:00:00,1,2,2,13.85
184322924909101,10071222,YOG0412,2024-01-29 00:00:00,2024-01-29 00:00:00,2024-01-30 00:00:00,1,3,3,12.56
495158044623518,8616669,JAK0231,2022-01-26 00:00:00,2022-01-26 00:00:00,2022-01-29 00:00:00,1,3,3,18.93
201323703983510,11984071,SUR0092,2022-09-24 00:00:00,2022-09-29 00:00:00,2022-10-02 00:00:00,2,2,4,26.83
217482193946985,13227692,SUR0116,2021-08-17 00:00:00,2021-08-20 00:00:00,2021-08-21 00:00:00,1,1,1,15.43
791414946018418,4456101,MAL0299,2024-01-22 00:00:00,2024-01-22 00:00:00,2024-01-24 00:00:00,1,1,1,18.79
509235377671773,5212165,JAK0442,2020-02-03 00:00:00,2020-02-05 00:00:00,2020-02-08 00:00:00,2,3,6,11.89
386235540652370,5080538,YOG0317,2022-04-06 00:00:00,2022-04-06 00:00:00,2022-04-07 00:00:00,1,1,1,26.51
540176103709166,14189379,SUR0443,2023-04-03 00:00:00,2023-04-03 00:00:00,2023-04-05 00:00:00,1,2,2,12.60
503762431661386,3540542,MAL0154,2020-12-18 00:00:00,2020-12-22 00:00:00,2020-12-23 00:00:00,2,3,6,29.12
229541589811446,6877104,SUR0083,2020-11-11 00:00:00,2020-11-20 00:00:00,2020-11-21 00:00:00,3,3,9,16.23
454911929106456,2678801,YOG0008,2022-05-17 00:00:00,2022-05-17 00:00:00,2022-05-19 00:00:00,1,1,1,25.17
669095674403847,2198674,BAN0181,2024-07-07 00:00:00,2024-07-16 00:00:00,2024-07-19 00:00:00,2,2,4,28.05
161596374412681,5229416,MAL0117,2020-08-28 00:00:00,2020-09-06 00:00:00,2020-09-07 00:00:00,3,1,3,28.86
192251256539835,10514509,JAK0328,2021-03-14 00:00:00,2021-03-16 00:00:00,2021-03-18 00:00:00,2,2,4,17.36
411163028356151,7768690,YOG0386,2021-02-05 00:00:00,2021-02-05 00:00:00,2021-02-06 00:00:00,2,1,2,23.93
856583383754229,3673960,YOG0005,2021-05-29 00:00:00,2021-05-29 00:00:00,2021-06-01 00:00:00,2,2,4,24.60
625852266725332,7073014,YOG0157,2020-07-26 00:00:00,2020-07-26 00:00:00,2020-07-28 00:00:00,3,1,3,22.49
746132598738377,14344804,SUR0326,2023-11-24 00:00:00,2023-11-29 00:00:00,2023-12-01 00:00:00,2,2,4,23.27
509551462606978,8603613,YOG0256,2022-11-11 00:00:00,2022-11-13 00:00:00,2022-11-16 00:00:00,1,1,1,18.53
185327983921041,12123257,BAN0482,2021-01-07 00:00:00,2021-01-07 00:00:00,2021-01-09 00:00:00,3,3,9,12.86
273259496732080,12587987,SUR0284,2022-07-16 00:00:00,2022-07-18 00:00:00,2022-07-19 00:00:00,1,3,3,10.38
112786548854953,10405304,BAN0112,2020-07-19 00:00:00,2020-07-22 00:00:00,2020-07-25 00:00:00,2,1,2,12.30
704306508018988,4666489,SUR0260,2023-03-17 00:00:00,2023-03-17 00:00:00,2023-03-19 00:00:00,3,3,9,11.65
740176332066105,14996393,YOG0290,2023-06-20 00:00:00,2023-06-21 00:00:00,2023-06-23 00:00:00,3,1,3,10.55
940185231568021,10898272,MAL0404,2022-03-14 00:00:00,2022-03-14 00:00:00,2022-03-17 00:00:00,3,3,9,12.49
404807136603898,7536271,MAL0159,2022-01-30 00:00:00,2022-01-30 00:00:00,2022-02-01 00:00:00,2,1,2,10.82
830223564649968,11844149,YOG0039,2020-05-04 00:00:00,2020-05-05 00:00:00,2020-05-07 00:00:00,1,1,1,29.73
314106361444422,9151021,MAL0404,2021-09-24 00:00:00,2021-09-24 00:00:00,2021-09-25 00:00:00,2,2,4,26.13
967354349616604,6419588,SUR0078,2024-05-31 00:00:00,2024-05-31 00:00:00,2024-06-02 00:00:00,3,1,3,16.67
325136892958258,10339270,MAL0144,2020-10-14 00:00:00,2020-10-14 00:00:00,2020-10-15 00:00:00,3,2,6,14.72
187182055648148,5508456,BAN0207,2020-01-31 00:00:00,2020-01-31 00:00:00,2020-02-02 00:00:00,3,2,6,20.72
660626322465723,2086319,SUR0352,2020-07-21 00:00:00,2020-07-26 00:00:00,2020-07-28 00:00:00,2,2,4,26.25
963931553104027,1535614,MAL0065,2023-08-23 00:00:00,2023-08-23 00:00:00,2023-08-24 00:00:00,1,2,2,20.69
226559393931529,8429477,YOG0008,2021-10-04 00:00:00,2021-10-04 00:00:00,2021-10-07 00:00:00,1,1,1,29.23
950412064899871,9414649,MAL0285,2024-02-12 00:00:00,2024-02-13 00:00:00,2024-02-15 00:00:00,2,3,6,25.01
631288312707219,8029943,YOG0477,2020-08-05 00:00:00,2020-08-10 00:00:00,2020-08-12 00:00:00,2,1,2,22.60
636608981097093,9331723,MAL0121,2023-04-16 00:00:00,2023-04-18 00:00:00,2023-04-19 00:00:00,2,3,6,11.22
299840783096426,11782036,MAL0121,2022-08-14 00:00:00,2022-08-16 00:00:00,2022-08-19 00:00:00,1,3,3,10.08
501696938885262,12316775,MAL0086,2021-04-23 00:00:00,2021-04-24 00:00:00,2021-04-25 00:00:00,2,1,2,28.34
671618389660429,5318666,JAK0183,2021-04-27 00:00:00,2021-04-28 00:00:00,2021-04-30 00:00:00,3,1,3,28.78
777502162106724,13773013,BAN0428,2020-10-17 00:00:00,2020-10-19 00:00:00,2020-10-21 00:00:00,2,1,2,29.49
310679316240799,2885854,SUR0193,2024-09-17 00:00:00,2024-09-17 00:00:00,2024-09-19 00:00:00,1,1,1,21.24
673578280590376,8611607,BAN0142,2023-10-22 00:00:00,2023-10-22 00:00:00,2023-10-25 00:00:00,3,2,6,15.49
919285632268861,3074886,SUR0352,2021-05-19 00:00:00,2021-05-19 00:00:00,2021-05-21 00:00:00,2,2,4,28.49
584497989453590,10016061,JAK0447,2021-04-21 00:00:00,2021-04-23 00:00:00,2021-04-26 00:00:00,3,1,3,22.58
343017653853911,11782036,YOG0062,2023-10-13 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00,3,2,6,16.59
893274422510822,4017061,BAN0087,2022-09-30 00:00:00,2022-10-01 00:00:00,2022-10-04 00:00:00,2,3,6,16.20
354137895181612,13375405,JAK0480,2024-07-31 00:00:00,2024-08-06 00:00:00,2024-08-09 00:00:00,1,3,3,23.28
522382673319735,8849326,JAK0080,2021-12-19 00:00:00,2021-12-22 00:00:00,2021-12-24 00:00:00,1,3,3,25.35
434879304872547,11872851,JAK0080,2023-11-08 00:00:00,2023-11-08 00:00:00,2023-11-10 00:00:00,1,3,3,28.53
527912638547152,13028071,JAK0304,2020-10-23 00:00:00,2020-10-24 00:00:00,2020-10-26 00:00:00,2,3,6,15.21
815251461495608,11074778,MAL0400,2023-08-30 00:00:00,2023-09-04 00:00:00,2023-09-05 00:00:00,3,1,3,26.46
792858002123992,5062427,YOG0230,2024-06-16 00:00:00,2024-06-20 00:00:00,2024-06-22 00:00:00,1,1,1,25.69
157289860595399,11294884,MAL0220,2021-03-05 00:00:00,2021-03-05 00:00:00,2021-03-06 00:00:00,1,2,2,14.96
222486310109428,5397188,SUR0206,2024-03-03 00:00:00,2024-03-07 00:00:00,2024-03-08 00:00:00,1,1,1,18.79
339953010443267,8997181,SUR0363,2022-06-17 00:00:00,2022-06-18 00:00:00,2022-06-20 00:00:00,2,2,4,21.86
754015676189918,10270738,MAL0404,2023-08-11 00:00:00,2023-08-13 00:00:00,2023-08-15 00:00:00,2,2,4,23.28
472132728323503,1366953,BAN0100,2022-05-17 00:00:00,2022-05-21 00:00:00,2022-05-22 00:00:00,2,3,6,29.83
661970181675854,4983391,JAK0439,2021-01-31 00:00:00,2021-01-31 00:00:00,2021-02-03 00:00:00,2,2,4,21.07
986048966733037,9117148,SUR0145,2021-10-27 00:00:00,2021-10-29 00:00:00,2021-11-01 00:00:00,2,3,6,20.61
582636855846943,12587987,MAL0271,2020-08-13 00:00:00,2020-08-13 00:00:00,2020-08-14 00:00:00,2,2,4,13.88
588868673854109,3531240,YOG0029,2023-12-03 00:00:00,2023-12-06 00:00:00,2023-12-07 00:00:00,2,3,6,22.69
104341111604658,7820412,SUR0344,2020-02-25 00:00:00,2020-02-25 00:00:00,2020-02-28 00:00:00,2,2,4,17.79
249771995465342,7785894,JAK0270,2024-09-26 00:00:00,2024-09-26 00:00:00,2024-09-29 00:00:00,2,3,6,23.36
917671681990669,4274626,YOG0242,2021-12-28 00:00:00,2021-12-28 00:00:00,2021-12-31 00:00:00,1,2,2,29.64
618752820154112,9556263,BAN0034,2024-02-26 00:00:00,2024-02-26 00:00:00,2024-02-29 00:00:00,3,2,6,29.11
446418147406092,5830428,JAK0240,2023-06-30 00:00:00,2023-06-30 00:00:00,2023-07-01 00:00:00,1,2,2,26.62
573868972308817,6290058,SUR0414,2024-03-19 00:00:00,2024-03-21 00:00:00,2024-03-23 00:00:00,3,2,6,28.07
932925858016799,2774556,MAL0167,2022-11-27 00:00:00,2022-11-28 00:00:00,2022-11-30 00:00:00,2,2,4,10.11
226865349546832,6785274,YOG0157,2020-06-17 00:00:00,2020-06-20 00:00:00,2020-06-23 00:00:00,3,1,3,23.04
632231337187615,7205566,JAK0043,2023-08-09 00:00:00,2023-08-09 00:00:00,2023-08-10 00:00:00,2,3,6,23.18
198936379458634,5475762,JAK0340,2024-06-18 00:00:00,2024-06-18 00:00:00,2024-06-21 00:00:00,3,1,3,18.65
134663262772382,9991614,MAL0492,2021-09-27 00:00:00,2021-09-28 00:00:00,2021-10-01 00:00:00,1,3,3,24.55
505504031873769,8720939,MAL0432,2024-06-30 00:00:00,2024-07-05 00:00:00,2024-07-07 00:00:00,2,2,4,19.35
692727583267336,13352132,JAK0319,2022-06-23 00:00:00,2022-06-26 00:00:00,2022-06-28 00:00:00,3,1,3,11.35
995402418917793,11792927,MAL0339,2020-11-23 00:00:00,2020-11-23 00:00:00,2020-11-25 00:00:00,2,2,4,20.02
414881909224439,2678801,YOG0476,2020-11-25 00:00:00,2020-11-29 00:00:00,2020-12-01 00:00:00,1,2,2,29.39
436005513943319,6080704,BAN0384,2020-07-18 00:00:00,2020-07-20 00:00:00,2020-07-21 00:00:00,1,2,2,24.53
534037489402475,4776463,MAL0012,2022-10-04 00:00:00,2022-10-04 00:00:00,2022-10-07 00:00:00,2,3,6,14.43
144811339890894,10549245,MAL0126,2020-04-26 00:00:00,2020-04-26 00:00:00,2020-04-29 00:00:00,2,2,4,22.83
603640737318340,11311294,JAK0391,2022-09-07 00:00:00,2022-09-08 00:00:00,2022-09-10 00:00:00,3,3,9,27.23
537695864663420,1460285,BAN0229,2022-02-19 00:00:00,2022-02-19 00:00:00,2022-02-21 00:00:00,2,1,2,22.52
165419885949245,2354446,SUR0173,2024-03-06 00:00:00,2024-03-07 00:00:00,2024-03-10 00:00:00,3,2,6,29.63
301326869617537,4456101,MAL0117,2020-04-04 00:00:00,2020-04-04 00:00:00,2020-04-07 00:00:00,2,1,2,11.58
437470158365816,4232427,BAN0371,2022-01-29 00:00:00,2022-01-29 00:00:00,2022-01-30 00:00:00,3,1,3,10.55
766617349398519,5229416,YOG0069,2020-06-09 00:00:00,2020-06-18 00:00:00,2020-06-21 00:00:00,1,1,1,15.95
763101217699095,6107885,JAK0270,2024-02-29 00:00:00,2024-03-01 00:00:00,2024-03-04 00:00:00,3,3,9,27.51
439520135912196,4228101,YOG0180,2022-07-29 00:00:00,2022-08-04 00:00:00,2022-08-05 00:00:00,3,3,9,23.13
256065093162549,11936953,BAN0049,2022-03-04 00:00:00,2022-03-10 00:00:00,2022-03-12 00:00:00,3,1,3,29.20
549760774020761,3899823,MAL0152,2022-01-28 00:00:00,2022-01-28 00:00:00,2022-01-29 00:00:00,2,2,4,11.82
426666651110437,14324136,MAL0132,2022-12-11 00:00:00,2022-12-12 00:00:00,2022-12-13 00:00:00,2,3,6,18.75
611245033762757,5787511,YOG0468,2022-05-18 00:00:00,2022-05-18 00:00:00,2022-05-20 00:00:00,1,1,1,16.21
589304322325041,5360954,SUR0206,2020-08-01 00:00:00,2020-08-05 00:00:00,2020-08-07 00:00:00,3,3,9,27.44
568418354416024,7191080,MAL0283,2023-09-28 00:00:00,2023-09-28 00:00:00,2023-10-01 00:00:00,2,3,6,24.71
751173737513910,7441626,SUR0238,2021-03-04 00:00:00,2021-03-09 00:00:00,2021-03-11 00:00:00,3,3,9,16.44
831668108245734,11936953,BAN0397,2022-03-14 00:00:00,2022-03-15 00:00:00,2022-03-18 00:00:00,2,2,4,10.20
759222212912922,4776463,MAL0366,2023-10-16 00:00:00,2023-10-16 00:00:00,2023-10-17 00:00:00,3,2,6,12.10
917391657479494,11844149,MAL0435,2024-01-26 00:00:00,2024-01-29 00:00:00,2024-01-31 00:00:00,2,1,2,13.68
205765801393296,3632540,MAL0205,2024-01-28 00:00:00,2024-01-29 00:00:00,2024-01-30 00:00:00,3,1,3,17.80
900674541952780,6378804,BAN0382,2022-08-04 00:00:00,2022-08-04 00:00:00,2022-08-05 00:00:00,3,1,3,25.64
319214627971828,10829145,YOG0000,2020-10-21 00:00:00,2020-10-24 00:00:00,2020-10-27 00:00:00,1,2,2,20.18
914252640714743,9496941,JAK0075,2024-04-17 00:00:00,2024-04-21 00:00:00,2024-04-24 00:00:00,1,1,1,26.52
703147433025832,13616665,JAK0093,2024-01-20 00:00:00,2024-01-23 00:00:00,2024-01-24 00:00:00,3,2,6,12.29
689410839813632,6423279,BAN0237,2024-05-05 00:00:00,2024-05-10 00:00:00,2024-05-13 00:00:00,3,1,3,29.13
165404955030710,13594375,SUR0201,2020-11-27 00:00:00,2020-11-27 00:00:00,2020-11-28 00:00:00,3,1,3,27.28
937757158223200,13459260,YOG0417,2020-01-18 00:00:00,2020-01-18 00:00:00,2020-01-21 00:00:00,1,2,2,25.65
582624817790028,6426295,MAL0212,2021-12-08 00:00:00,2021-12-15 00:00:00,2021-12-16 00:00:00,3,3,9,17.54
388369287196842,7845714,MAL0411,2020-06-25 00:00:00,2020-06-25 00:00:00,2020-06-27 00:00:00,3,1,3,26.36
882372906625503,6959906,YOG0096,2024-06-20 00:00:00,2024-06-21 00:00:00,2024-06-22 00:00:00,3,2,6,28.14
950792595918921,8832225,YOG0015,2020-07-10 00:00:00,2020-07-11 00:00:00,2020-07-12 00:00:00,3,3,9,12.00
895721663869731,13797163,BAN0475,2022-04-27 00:00:00,2022-04-27 00:00:00,2022-04-30 00:00:00,1,1,1,13.80
403509428083849,6202690,JAK0350,2023-12-28 00:00:00,2023-12-30 00:00:00,2024-01-02 00:00:00,3,2,6,27.37
274850994911233,13436560,YOG0345,2021-09-22 00:00:00,2021-09-23 00:00:00,2021-09-26 00:00:00,3,2,6,23.77
949250680581072,12853509,BAN0378,2020-11-16 00:00:00,2020-11-19 00:00:00,2020-11-20 00:00:00,2,1,2,26.93
655359241540716,5384011,BAN0418,2020-09-16 00:00:00,2020-09-16 00:00:00,2020-09-17 00:00:00,1,1,1,23.39
408889871179263,5452027,YOG0476,2022-04-21 00:00:00,2022-04-21 00:00:00,2022-04-22 00:00:00,2,1,2,21.53
707804776878007,5504603,BAN0301,2020-04-20 00:00:00,2020-04-20 00:00:00,2020-04-21 00:00:00,3,1,3,27.73
410080323810692,8683655,JAK0199,2023-01-30 00:00:00,2023-02-01 00:00:00,2023-02-02 00:00:00,1,1,1,28.61
361983657502477,9210773,SUR0022,2021-09-19 00:00:00,2021-09-27 00:00:00,2021-09-29 00:00:00,3,2,6,20.23
785908419329432,7390752,SUR0408,2021-02-20 00:00:00,2021-02-26 00:00:00,2021-02-27 00:00:00,3,2,6,15.18
230755993000447,3100564,MAL0354,2021-03-29 00:00:00,2021-03-29 00:00:00,2021-03-31 00:00:00,3,2,6,14.62
547166571775796,12114650,SUR0118,2020-07-03 00:00:00,2020-07-06 00:00:00,2020-07-08 00:00:00,3,1,3,15.63
950923834001906,7440621,MAL0195,2022-08-24 00:00:00,2022-08-26 00:00:00,2022-08-28 00:00:00,1,2,2,21.58
477004800615302,5334753,BAN0423,2024-05-13 00:00:00,2024-05-20 00:00:00,2024-05-22 00:00:00,3,1,3,13.74
794136475988442,9640036,MAL0117,2021-03-20 00:00:00,2021-03-20 00:00:00,2021-03-23 00:00:00,1,2,2,21.05
113286980120420,9740455,BAN0482,2024-02-20 00:00:00,2024-02-22 00:00:00,2024-02-23 00:00:00,2,1,2,21.65
867274280707702,13960789,BAN0282,2020-09-24 00:00:00,2020-09-25 00:00:00,2020-09-26 00:00:00,3,1,3,20.97
757380555928293,7319551,BAN0262,2024-03-13 00:00:00,2024-03-17 00:00:00,2024-03-18 00:00:00,3,2,6,21.99
397359170688246,10517296,BAN0026,2021-09-20 00:00:00,2021-09-20 00:00:00,2021-09-21 00:00:00,2,3,6,25.76
971728336243706,6767249,MAL0405,2024-02-14 00:00:00,2024-02-14 00:00:00,2024-02-17 00:00:00,1,2,2,14.07
617155477540918,14992175,BAN0463,2023-08-20 00:00:00,2023-08-23 00:00:00,2023-08-25 00:00:00,3,3,9,24.22
817820201841633,10994453,SUR0206,2023-05-04 00:00:00,2023-05-04 00:00:00,2023-05-07 00:00:00,3,1,3,18.49
956036350148714,14545516,YOG0076,2021-05-31 00:00:00,2021-05-31 00:00:00,2021-06-01 00:00:00,3,2,6,10.69
864636069423824,9993844,MAL0012,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-06-10 00:00:00,3,2,6,29.12
343450004584254,12540457,YOG0386,2021-03-14 00:00:00,2021-03-17 00:00:00,2021-03-18 00:00:00,3,3,9,27.34
672593769593520,8616669,JAK0427,2022-05-31 00:00:00,2022-06-09 00:00:00,2022-06-10 00:00:00,2,3,6,24.40
912982507292694,7072666,MAL0432,2023-07-17 00:00:00,2023-07-17 00:00:00,2023-07-19 00:00:00,3,1,3,13.98
149755961969428,2602615,JAK0017,2023-12-05 00:00:00,2023-12-05 00:00:00,2023-12-06 00:00:00,1,3,3,19.20
479282787837728,13616665,JAK0124,2020-03-17 00:00:00,2020-03-17 00:00:00,2020-03-19 00:00:00,1,1,1,17.28
431593240449268,13415298,SUR0408,2021-05-30 00:00:00,2021-06-03 00:00:00,2021-06-05 00:00:00,3,2,6,25.42
958072140912645,9711603,SUR0344,2023-12-14 00:00:00,2023-12-14 00:00:00,2023-12-16 00:00:00,1,2,2,11.21
949003963515789,7567677,MAL0435,2023-11-16 00:00:00,2023-11-16 00:00:00,2023-11-19 00:00:00,3,3,9,18.03
442175317577169,10173311,JAK0464,2023-02-10 00:00:00,2023-02-10 00:00:00,2023-02-12 00:00:00,1,1,1,10.49
888806949471127,10103753,YOG0021,2022-10-24 00:00:00,2022-10-29 00:00:00,2022-11-01 00:00:00,3,2,6,20.60
720503296737741,12121870,YOG0058,2022-04-23 00:00:00,2022-04-26 00:00:00,2022-04-29 00:00:00,3,3,9,25.35
377142664475085,3632540,MAL0220,2023-04-01 00:00:00,2023-04-01 00:00:00,2023-04-02 00:00:00,3,2,6,10.75
